,gen_title,title,model_answer_main_query,bing_return,model_ans_1,model_ans_2,model_ans_3,neural_ans1_list,neural_ans1_prob,neural_ans2_list,neural_ans2_prob,neural_ans3_list,neural_ans3_prob,neural_ans4_list,neural_ans4_prob
923,Cloud-Oriented Software-Defined Networking for High-Throughput Experiments,Cross-computing tools and techniques: Experimentation,"

1. Dynamic Experimentation for Cross-Computing
2. Experimental Software Engineering for the Multi-Cloud Computing
3. Cross Platform and Cloud Computing in the Real-Time Experimentation Environment
4. Cloud-Oriented Software-Defined Networking for High-Throughput Experiments
5. Cross-Layer Principles for Cloud Computing Experiments",False," Luigi Iannone, Antoon Werts, Tinne Van der Straeten"," Jaap van de Heijden, Ghassan Karame, Carlos Jesus Bernardos Cano, Müller Andreas, Aggelos Kiayias, Mark J. Kurmann"," Luke Grant, Matthew Daigle, Anup Henty","[' 0 JUSTIFICATION: The two lists do not contain any overlapping authors.', ' 0 JUSTIFICATION: None of the authors in list 1 appear in list 2.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.']",0.0,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0,"['\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo']",0.0,"['\n\nNo', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",0.9
924,Cross-Layer Principles for Cloud Computing Experiments,Cross-computing tools and techniques: Experimentation,"

1. Dynamic Experimentation for Cross-Computing
2. Experimental Software Engineering for the Multi-Cloud Computing
3. Cross Platform and Cloud Computing in the Real-Time Experimentation Environment
4. Cloud-Oriented Software-Defined Networking for High-Throughput Experiments
5. Cross-Layer Principles for Cloud Computing Experiments",False," Sally I. McClean, David Lamb"," Esmeralda Estrada, Nathalie Bartoli, Ignacio Blanquer, Arturo Azcorra"," Cheng-Zhong Xu, Lixin Tao, Ramin Yahyapour, Patrick Felber, Wei Zhao","[' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: The two lists do not contain any overlapping authors.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.']",0.0,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0,"['\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo.', '\nNo', '\nNo', '\nNo']",0.0,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0
925,Mitigating Social Engineering Attacks Using Predictive Intrusion Detection System,Intrusion/anomaly detection and malware mitigation: Social engineering attacks,"

1. Mitigating Social Engineering Attacks Using Predictive Intrusion Detection System
2. Social Engineering Attack Detection and Mitigation in Network Environment
3. Quantifying the Effectiveness of Social Engineering Attack Mitigation
4. Intrusion Detection & Mitigation of Malicious Behaviour using Social Network Analysis
5. Preventing Social Engineering Attacks Through Anomaly Detection System",False," Subathra Bhagavatula, William A Ito, Annarita Giani"," Tauseef Khan, Shivani Walia, Akanksha Veerwal"," Kafkas Ramazan, Deva Archana","[' 0 JUSTIFICATION: None of the authors in the two lists overlap.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.']",0.0,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0,"['\nNo', '\nNo.', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo.']",0.0,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\nYes', '\n\nYes', '\n\nYes', '\n\nYes.', '\n\nYes', '\n\nYes']",1.0
926,Social Engineering Attack Detection and Mitigation in Network Environment,Intrusion/anomaly detection and malware mitigation: Social engineering attacks,"

1. Mitigating Social Engineering Attacks Using Predictive Intrusion Detection System
2. Social Engineering Attack Detection and Mitigation in Network Environment
3. Quantifying the Effectiveness of Social Engineering Attack Mitigation
4. Intrusion Detection & Mitigation of Malicious Behaviour using Social Network Analysis
5. Preventing Social Engineering Attacks Through Anomaly Detection System",False," Chiranjeevi Reddy Palukunta, Rakesh Kurra, Akhilesh Tripathi, Akbaruddin Syed"," Chia-Chi Teng, Randy H. Y. Tam, Edward H. Chen"," Abdur Rab, Mohammed Mohd Ismail, Zulkifli Mohd Yusoff, and Tanveer Zafar","[' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: The two lists do not contain any overlapping authors.', ' 0 JUSTIFICATION: The two lists contain no overlapping authors.']",0.0,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0,"['\nNo', '\nNo', '\nNo.', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo']",0.0,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes.', '\nNo', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",0.9
927,Quantifying the Effectiveness of Social Engineering Attack Mitigation,Intrusion/anomaly detection and malware mitigation: Social engineering attacks,"

1. Mitigating Social Engineering Attacks Using Predictive Intrusion Detection System
2. Social Engineering Attack Detection and Mitigation in Network Environment
3. Quantifying the Effectiveness of Social Engineering Attack Mitigation
4. Intrusion Detection & Mitigation of Malicious Behaviour using Social Network Analysis
5. Preventing Social Engineering Attacks Through Anomaly Detection System",False," Johannes P. Schmid, Tiffany B.J.; Chaar, Hoby Rakotoarison, David S. Eva, Steve Fleming"," Maik Morgenstern, Steven Furnell"," Ryan Naraine, Chaz Levermore","[' 0 JUSTIFICATION: The second list is not a list of authors.', ' 0 JUSTIFICATION: The first list is a list of authors, while the second list is a combination of authors and editors.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.']",0.0,"['\n\nYes', ' \n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nNo', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",0.9,"['\nNo', '\nNo', '\nNo', '\nNo', '\nNo.', '\nNo', '\nNo', '\nNo.', '\nNo.', '\nNo']",0.0,"['\n\nNo', '\n\nYes', '\n\nNo', '\n\nYes', '\nNo', '\n\nYes.', '\n\nNo', '\nNo', '\n\nYes', '\nNo']",0.4
928,Intrusion Detection & Mitigation of Malicious Behaviour using Social Network Analysis,Intrusion/anomaly detection and malware mitigation: Social engineering attacks,"

1. Mitigating Social Engineering Attacks Using Predictive Intrusion Detection System
2. Social Engineering Attack Detection and Mitigation in Network Environment
3. Quantifying the Effectiveness of Social Engineering Attack Mitigation
4. Intrusion Detection & Mitigation of Malicious Behaviour using Social Network Analysis
5. Preventing Social Engineering Attacks Through Anomaly Detection System",False," Anindya S. Basak, Ranjana Mohapatra, Ratneswari Mahapatra"," Chenyao Xie, Yang Zhou"," Shweta Piesudiya, Nilesh Sharma, Nitesh Gothwal","[' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.']",0.0,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0,"['\nNo.', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo.', '\nNo', '\nNo', '\nNo.', '\nNo']",0.0,"['\n\nYes', '\n\nNo', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",0.9
929,Preventing Social Engineering Attacks Through Anomaly Detection System,Intrusion/anomaly detection and malware mitigation: Social engineering attacks,"

1. Mitigating Social Engineering Attacks Using Predictive Intrusion Detection System
2. Social Engineering Attack Detection and Mitigation in Network Environment
3. Quantifying the Effectiveness of Social Engineering Attack Mitigation
4. Intrusion Detection & Mitigation of Malicious Behaviour using Social Network Analysis
5. Preventing Social Engineering Attacks Through Anomaly Detection System",False," Daya Ram Damor, Md. Qumrul Ahsan Choudhury"," Bojan Petrovic, John M. Trontelj"," Eiman Ahmed Abdulaziz, Imtiaz Rahim","[' 0 JUSTIFICATION: The two lists do not contain any overlapping authors.', ' 0 JUSTIFICATION: The two lists do not contain any overlapping authors.', ' 0 JUSTIFICATION: The two lists do not contain any overlapping authors.']",0.0,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0,"['\nNo', '\nNo', '\nNo', '\nNo.', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo']",0.0,"['\n\nNo', '\n\nNo', '\n\nYes', '\n\nNo.', '\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo', '\nNo', '\n\nNo']",0.1
930,Engineering of Dependable and Fault-Tolerant Systems,Dependable and fault-tolerant systems and networks: Maintainability and maintenance,"

1. Engineering of Dependable and Fault-Tolerant Systems 
2. Dependable and Fault-Tolerant Systems: Design and Evaluation 
3. Maintainability and Maintenance of Dependable Systems
4. Repairable Systems Reliability: Modeling, Inference, Misconceptions, and Their Causes
5. Dependability in Fault-Tolerant Distributed Systems and Networks",False," Dines Bjørner, Jean-Raymond Abrial, Lothar Thiele, Giorgio Levi, Egon Börger"," F.M.T. Brazier, P.M. Melliar-Smith"," Amiya Nayak, Annapaola Marconi","[' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: The two lists do not contain any authors in common.']",0.0,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0,"['\nNo', '\nNo', '\nNo', '\nNo.', '\nNo', '\nNo', '\nNo.', '\nNo', '\nNo', '\nNo']",0.0,"['\nYes', '\n\nYes', '\n\nYes', '\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes.', '\n\nYes', '\n\nYes']",1.0
931,Dependable and Fault-Tolerant Systems: Design and Evaluation,Dependable and fault-tolerant systems and networks: Maintainability and maintenance,"

1. Engineering of Dependable and Fault-Tolerant Systems 
2. Dependable and Fault-Tolerant Systems: Design and Evaluation 
3. Maintainability and Maintenance of Dependable Systems
4. Repairable Systems Reliability: Modeling, Inference, Misconceptions, and Their Causes
5. Dependability in Fault-Tolerant Distributed Systems and Networks",False,"

Mohammed G. Gouda, Michel Raynal."," Sikorski R.S., Wolf L.J."," Shoji Kasahara, Takashi Yamaura","[' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: The two lists do not contain the same authors.']",0.0,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0,"['\nNo.', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nYes', '\n\nNo.', '\nNo']",0.1,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\nYes']",1.0
932,Maintainability and Maintenance of Dependable Systems,Dependable and fault-tolerant systems and networks: Maintainability and maintenance,"

1. Engineering of Dependable and Fault-Tolerant Systems 
2. Dependable and Fault-Tolerant Systems: Design and Evaluation 
3. Maintainability and Maintenance of Dependable Systems
4. Repairable Systems Reliability: Modeling, Inference, Misconceptions, and Their Causes
5. Dependability in Fault-Tolerant Distributed Systems and Networks",False," Anders Harding, Lars Johnson, Michael Feldman"," Gerald Kotonya, Ian Sommerville"," Ignacy Kaliszewski, Denys Poshyvanyk","[' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.']",0.0,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0,"['\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo.', '\nNo', '\nNo']",0.0,"['\n\nYes.', '\n\nYes', '\n\nYes', '\n\nYes.', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0
933,"Repairable Systems Reliability: Modeling, Inference, Misconceptions, and Their Causes",Dependable and fault-tolerant systems and networks: Maintainability and maintenance,"

1. Engineering of Dependable and Fault-Tolerant Systems 
2. Dependable and Fault-Tolerant Systems: Design and Evaluation 
3. Maintainability and Maintenance of Dependable Systems
4. Repairable Systems Reliability: Modeling, Inference, Misconceptions, and Their Causes
5. Dependability in Fault-Tolerant Distributed Systems and Networks",True," Marko R. B. Capar, Sid Banerjee"," Arnoldo Frigessi, He Huang, Jan Mederer"," IlyaGurvich, Wendy J. Murphy","[' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: The two lists do not contain any overlapping authors.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.']",0.0,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', ' \n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0,"['\nNo', '\nNo', '\nNo', '\nNo', '\nNo.', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo']",0.0,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes.', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0
934,Dependability in Fault-Tolerant Distributed Systems and Networks,Dependable and fault-tolerant systems and networks: Maintainability and maintenance,"

1. Engineering of Dependable and Fault-Tolerant Systems 
2. Dependable and Fault-Tolerant Systems: Design and Evaluation 
3. Maintainability and Maintenance of Dependable Systems
4. Repairable Systems Reliability: Modeling, Inference, Misconceptions, and Their Causes
5. Dependability in Fault-Tolerant Distributed Systems and Networks",False," André Schiper, Alberto L. Sangiovanni-Vincentelli, Thomas F. Olson"," Rodrigo Rodrigues, Anish Arora"," Omprakash Gnawali, Anirban Banerjee, Ramakrishna Gummadi","[' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.']",0.0,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0,"['\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo']",0.0,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0
935,Earth and Atmospheric Sciences: An Introduction,Physical sciences and engineering: Earth and atmospheric sciences,"

1. Earth and Atmospheric Sciences: An Introduction 
2. Principles of Geology: Being an Attempt to Explain the Former Changes of the Earth’s Surface 
3. Introduction to Atmospheric Chemistry 
4. Global Earth Physics: A Handbook of Physical Constants 
5. Fundamentals of Atmospheric Modeling",False," Theodore Pettus, Theodore Jr. Savich"," Cecil J. Schneer, Michael McElroy"," Edgar W. Spencer, Barry J. Katz","[' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0% JUSTIFICATION: The two lists do not contain any of the same authors.']",0.0,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0,"['\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo']",0.0,"['\n\nYes', '\n\nYes', '\n\nYes', ' \nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0
936,Principles of Geology: Being an Attempt to Explain the Former Changes of the Earth’s Surface,Physical sciences and engineering: Earth and atmospheric sciences,"

1. Earth and Atmospheric Sciences: An Introduction 
2. Principles of Geology: Being an Attempt to Explain the Former Changes of the Earth’s Surface 
3. Introduction to Atmospheric Chemistry 
4. Global Earth Physics: A Handbook of Physical Constants 
5. Fundamentals of Atmospheric Modeling",True," Charles Lyell, Roderick Murchison"," Charles Lyell, John Murray"," Charles Lyell, John Murray","[' 50% JUSTIFICATION: There is one author in common, Charles Lyell, which is 50% of the total authors listed.', ' 50% JUSTIFICATION: There is one author in common, Charles Lyell, which is 50% of the total authors listed.', ' 100% JUSTIFICATION: Both lists contain the exact same authors in the exact same order.']",0.6666666666666666,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0,"['\nNo', '\nYes', '\nYes', '\nYes', '\nNo', '\nYes', '\nYes', '\nNo', '\nYes', '\nNo']",0.6,"['\n\nYes.', '\n\nYes', '\n\nYes', '\n\nYes.', '\n\nYes', '\n\nYes', '\n\nYes', '\nYes', '\n\nYes', '\n\nYes']",1.0
937,Introduction to Atmospheric Chemistry,Physical sciences and engineering: Earth and atmospheric sciences,"

1. Earth and Atmospheric Sciences: An Introduction 
2. Principles of Geology: Being an Attempt to Explain the Former Changes of the Earth’s Surface 
3. Introduction to Atmospheric Chemistry 
4. Global Earth Physics: A Handbook of Physical Constants 
5. Fundamentals of Atmospheric Modeling",True," Daniel Jacob, his student Vaishali Naik"," Daniel J. Jacob,Jun shen"," Daniel J. Jacob, Vitali Fioletov","[' 0 JUSTIFICATION: The second list does not contain a list of authors, but rather a description of the relationship between two authors.', ' 0 JUSTIFICATION: The second list is not a list of authors.', ' 50% JUSTIFICATION: There is only one author in common, Daniel J. Jacob, so the overlap is 50%.']",0.1666666666666667,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', ' \n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0,"['\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo']",0.0,"['\n\nYes', '\n\nYes', '\n\nYes.', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0
938,Global Earth Physics: A Handbook of Physical Constants,Physical sciences and engineering: Earth and atmospheric sciences,"

1. Earth and Atmospheric Sciences: An Introduction 
2. Principles of Geology: Being an Attempt to Explain the Former Changes of the Earth’s Surface 
3. Introduction to Atmospheric Chemistry 
4. Global Earth Physics: A Handbook of Physical Constants 
5. Fundamentals of Atmospheric Modeling",True," Adolf, Eskola, Huenges, Pfaffenzeller, Weigel"," Thomas J. Ahrens, Jean-Paul Poirier"," Thomas J. Ahrens, Alexander D. M. Cranston","[' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 50% JUSTIFICATION: There is only one author in common between the two lists.']",0.1666666666666667,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', ' \n\nYes', ' \n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0,"['\nYes', '\nYes.', '\nYes', '\nYes', '\n\nYes', '\nYes', '\nYes.', '\nNo', '\nYes', '\nYes']",0.9,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes.', '\n\nYes', '\n\nYes', '\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0
939,Fundamentals of Atmospheric Modeling,Physical sciences and engineering: Earth and atmospheric sciences,"

1. Earth and Atmospheric Sciences: An Introduction 
2. Principles of Geology: Being an Attempt to Explain the Former Changes of the Earth’s Surface 
3. Introduction to Atmospheric Chemistry 
4. Global Earth Physics: A Handbook of Physical Constants 
5. Fundamentals of Atmospheric Modeling",True," Mark Z. Jacobson, Yahya S. Chowdhury.","!!! David A. Randall, Joost A. Baez, Philip Bechler, Arthur Geer, Prasanta Sahu, Manfred Sigmond, Ulrike Lohmann, Puxiao Wang."," Mark Z. Jacobson, Yoram J. Kaufman","[' 0 JUSTIFICATION: The first list is not a list of authors.', ' 50% JUSTIFICATION: There is one author in common, Mark Z. Jacobson, which is 50% of the total authors listed.', ' 0 JUSTIFICATION: The second list is not a list of authors.']",0.1666666666666667,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0,"['\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo']",0.0,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0
940,The Logical Foundations of Concurrent Programming,Models of computation: Concurrency,"

1. The Logical Foundations of Concurrent Programming 
2. Concurrency: State Models and Java Programming 
3. An Introduction to Parallel and Concurrent Programming 
4. Principles of Concurrent and Distributed Programming 
5. Models of Computation: Automata and Monadic Second-Order Logic",False," Georges Gonthier, Jean-Jacques Lévy"," Dick Grune, Ceriel Jacobs"," Michael L. Scott, Carl A. Gunter","[' 25% JUSTIFICATION: There is only one author in common between the two lists (Dick Grune).', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: Neither of the given inputs are lists of authors.']",0.08333333333333333,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes.', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0,"['\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo']",0.0,"['\n\nYes', '\n\nYes', '\n\nYes.', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes.', '\n\nYes', '\n\nYes', '\n\nYes']",1.0
941,Concurrency: State Models and Java Programming,Models of computation: Concurrency,"

1. The Logical Foundations of Concurrent Programming 
2. Concurrency: State Models and Java Programming 
3. An Introduction to Parallel and Concurrent Programming 
4. Principles of Concurrent and Distributed Programming 
5. Models of Computation: Automata and Monadic Second-Order Logic",True," Jeff Tian, Jeffery J. Andrews"," Jeff Collins, D.C. Petriu"," Jeff Magee, Jeff Kramer","[' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.']",0.0,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0,"['\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', ' \nNo', '\nNo']",0.0,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', ' \nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0
942,An Introduction to Parallel and Concurrent Programming,Models of computation: Concurrency,"

1. The Logical Foundations of Concurrent Programming 
2. Concurrency: State Models and Java Programming 
3. An Introduction to Parallel and Concurrent Programming 
4. Principles of Concurrent and Distributed Programming 
5. Models of Computation: Automata and Monadic Second-Order Logic",True,"Chandra Sekar, Matthew Staats"," Allen B. Downey, Sandy J. Pryzbylek"," Gregory R. Andrews, Quang Hieu Vu","[' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: These are not lists of authors.']",0.0,"['\n\nYes', '\n\nYes', '\n\nYes.', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0,"['\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo']",0.0,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0
943,Principles of Concurrent and Distributed Programming,Models of computation: Concurrency,"

1. The Logical Foundations of Concurrent Programming 
2. Concurrency: State Models and Java Programming 
3. An Introduction to Parallel and Concurrent Programming 
4. Principles of Concurrent and Distributed Programming 
5. Models of Computation: Automata and Monadic Second-Order Logic",True," Maurice Herlihy, Nir Shavit"," Mordechai Ben-Ari, Magnus Johansson"," Mordechai Ben-Ari, Maurice Herlihy","[' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 50% JUSTIFICATION: There is one author in common, Maurice Herlihy, which accounts for 50% of the total authors.', ' 50% JUSTIFICATION: There is one author in common, Mordechai Ben-Ari, which accounts for 50% of the authors in the two lists.']",0.3333333333333333,"['\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0,"['\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo.', '\nNo', '\nNo', '\nNo.']",0.0,"['\n\nYes', ' \n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0
944,Models of Computation: Automata and Monadic Second-Order Logic,Models of computation: Concurrency,"

1. The Logical Foundations of Concurrent Programming 
2. Concurrency: State Models and Java Programming 
3. An Introduction to Parallel and Concurrent Programming 
4. Principles of Concurrent and Distributed Programming 
5. Models of Computation: Automata and Monadic Second-Order Logic",False," John C. Martin, M.V. Mordeson"," Mihalis Yannakakis, Leonid Libkin"," Thierry Coquand, Vladimir Kučera","[' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: The two lists do not contain any of the same authors.', ' 0 JUSTIFICATION: The two lists do not contain any overlapping authors.']",0.0,"['\n\nYes', '\n\nYes', ' \n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes', '\n\nYes']",1.0,"['\n\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo', '\nNo.', '\nNo.', '\nYes', '\nNo.']",0.1,"['\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo', '\n\nNo']",0.0
